"Province_State";"Country_Region";"Lat";"Long_";"Confirmed";"Deaths"
"Cajamarca";"Peru";-6.430284;-78.745596;66350;4140
"Callao";"Peru";-11.954609;-77.136042;102080;9996
"Cusco";"Peru";-13.191068;-72.153609;74739;4811
"Huancavelica";"Peru";-13.023888;-75.00277;16338;1167
"Huanuco";"Peru";-9.421676;-76.040642;35922;2707
"Ica";"Peru";-14.235097;-75.574821;59871;8394
"Junin";"Peru";-11.541783;-74.876968;87500;7037
"La Libertad";"Peru";-7.92139;-78.370238;90324;10240
"Lambayeque";"Peru";-6.353049;-79.824113;62622;8622
"Lima";"Peru";-11.766533;-76.604498;970498;88944
"Loreto";"Peru";-4.124847;-74.424115;45208;4175
"Madre de Dios";"Peru";-11.972699;-70.53172;13971;776
"Moquegua";"Peru";-16.860271;-70.839046;29799;1521
"Pasco";"Peru";-10.39655;-75.307635;15978;1055
"Piura";"Peru";-5.133361;-80.335861;90397;12062
"Puno";"Peru";-14.995827;-69.922726;41154;4206
"San Martin";"Peru";-7.039531;-76.729127;48971;3009
"Tacna";"Peru";-17.644161;-70.27756;30491;1970
"Tumbes";"Peru";-3.857496;-80.545255;19183;1570
"Ucayali";"Peru";-9.621718;-73.444929;32166;3090
"Philippines";"Philippines";12.879721;121.774017;2826410;47074
"Poland";"Poland";51.9194;19.1451;3345388;80822
"Portugal";"Portugal";39.3999;-8.2245;1122283;18321
"Qatar";"Qatar";25.3548;51.1839;242087;611
"Romania";"Romania";45.9432;24.9668;1762701;54959
"Adygea Republic";"Russia";44.6939006;40.1520421;23350;654
"Altai Krai";"Russia";52.6932243;82.6931424;99313;5498
"Altai Republic";"Russia";50.7114101;86.8572186;24003;443
"Amur Oblast";"Russia";52.8032368;128.437295;44222;509
"Arkhangelsk Oblast";"Russia";63.5589686;43.1221646;109963;1335
"Astrakhan Oblast";"Russia";47.1878186;47.608851;71694;2141
"Bashkortostan Republic";"Russia";54.8573563;57.1439682;100329;3249
"Belgorod Oblast";"Russia";50.7080119;37.5837615;69751;1446
"Bryansk Oblast";"Russia";52.8873315;33.415853;86691;2142
"Buryatia Republic";"Russia";52.7182426;109.492143;67450;2115
"Chechen Republic";"Russia";43.3976147;45.6985005;27693;788
"Chelyabinsk Oblast";"Russia";54.4223954;61.1865846;121052;4869
"Chukotka Autonomous Okrug";"Russia";66.0006475;169.4900869;2762;23
"Chuvashia Republic";"Russia";55.4259922;47.0849429;41518;3135
"Dagestan Republic";"Russia";43.0574916;47.1332224;59571;2883
"Ingushetia Republic";"Russia";43.11542075;45.01713552;25398;411
"Irkutsk Oblast";"Russia";56.6370122;104.719221;133326;5967
"Ivanovo Oblast";"Russia";56.9167446;41.4352137;60128;2037
"Jewish Autonomous Okrug";"Russia";48.57527615;132.6630746;10208;325
"Kabardino-Balkarian Republic";"Russia";43.4806048;43.5978976;37888;1108
"Kaliningrad Oblast";"Russia";54.7293041;21.1489473;72818;975
"Kalmykia Republic";"Russia";46.2313018;45.3275745;33194;685
"Kaluga Oblast";"Russia";54.4382773;35.5272854;57308;981
"Kamchatka Krai";"Russia";57.1914882;160.0383819;21975;476
"Karachay-Cherkess Republic";"Russia";43.7368326;41.7267991;29339;837
"Karelia Republic";"Russia";62.6194031;33.4920267;80834;1051
"Kemerovo Oblast";"Russia";54.5335781;87.342861;70580;1541
"Khabarovsk Krai";"Russia";51.6312684;136.121524;104857;998
"Khakassia Republic";"Russia";53.72258845;91.44293627;48208;1533
"Khanty-Mansi Autonomous Okrug";"Russia";61.0259025;69.0982628;87533;1607
"Kirov Oblast";"Russia";57.9665589;49.4074599;69281;658
"Komi Republic";"Russia";63.9881421;54.3326073;87037;2200
"Kostroma Oblast";"Russia";58.424756;44.2533273;42915;966
"Krasnodar Krai";"Russia";45.7684014;39.0261044;91823;8459
"Krasnoyarsk Krai";"Russia";63.3233807;97.0979974;146264;7192
"Kurgan Oblast";"Russia";55.7655302;64.5632681;43228;843
"Kursk Oblast";"Russia";51.6568453;36.4852695;73552;1733
"Leningrad Oblast";"Russia";60.1853296;32.3925325;86832;2714
"Lipetsk Oblast";"Russia";52.6935178;39.1122664;71076;2317
"Magadan Oblast";"Russia";62.48858785;153.9903764;12468;302
"Mari El Republic";"Russia";56.5767504;47.8817512;25182;733
"Mordovia Republic";"Russia";54.4419829;44.4661144;35216;840
"Moscow";"Russia";55.7504461;37.6174943;1918633;33352
"Moscow Oblast";"Russia";55.5043158;38.0353929;572410;9933
"Murmansk Oblast";"Russia";68.0000418;33.9999151;84492;2488
"Nenets Autonomous Okrug";"Russia";68.27557185;57.1686375;3107;72
"Nizhny Novgorod Oblast";"Russia";55.4718033;44.0911594;207736;8541
"North Ossetia - Alania Republic";"Russia";42.7933611;44.6324493;27677;728
"Novgorod Oblast";"Russia";58.2843833;32.5169757;56796;566
"Novosibirsk Oblast";"Russia";54.9720169;79.4813924;79167;3665
"Omsk Oblast";"Russia";56.0935263;73.5099936;109293;2701
"Orel Oblast";"Russia";52.9685433;36.0692477;60405;1231
"Orenburg Oblast";"Russia";52.0269262;54.7276647;97757;3013
"Penza Oblast";"Russia";53.1655415;44.7879181;88377;4033
"Perm Krai";"Russia";58.5951603;56.3159546;134535;6610
"Primorsky Krai";"Russia";45.0819456;134.726645;84002;1356
"Pskov Oblast";"Russia";57.5358729;28.8586826;63801;1025
"Rostov Oblast";"Russia";47.6222451;40.7957942;169700;8391
"Ryazan Oblast";"Russia";54.4226732;40.5705246;53318;1796
"Saint Petersburg";"Russia";59.9606739;30.1586551;771133;25576
"Sakha (Yakutiya) Republic";"Russia";66.941626;129.642371;68124;1640
"Sakhalin Oblast";"Russia";49.7219665;143.448533;36909;417
"Samara Oblast";"Russia";53.2128813;50.8914633;169174;5206
"Saratov Oblast";"Russia";51.6520555;46.8631952;114735;4403
"Smolensk Oblast";"Russia";55.0343496;33.0192065;74045;2075
"Stavropol Krai";"Russia";44.8632577;43.4406913;108246;4887
"Sverdlovsk Oblast";"Russia";58.6414755;61.8021546;172738;8129
"Tambov Oblast";"Russia";52.9019574;41.3578918;52776;1325
"Tatarstan Republic";"Russia";55.7648572;52.43104273;35794;1164
"Tomsk Oblast";"Russia";58.6124279;82.0475315;53546;617
"Tula Oblast";"Russia";53.9570701;37.3690909;65683;3793
"Tver Oblast";"Russia";57.1134475;35.1744428;85000;2025
"Tyumen Oblast";"Russia";58.8206488;70.3658837;77983;2658
"Tyva Republic";"Russia";51.4017149;93.8582593;30053;291
"Udmurt Republic";"Russia";57.1961165;52.6959832;71866;2964
"Ulyanovsk Oblast";"Russia";54.1463177;47.2324921;106909;3242
"Vladimir Oblast";"Russia";56.0503336;40.6561633;69609;2401
"Volgograd Oblast";"Russia";49.6048339;44.2903582;113730;4251
"Vologda Oblast";"Russia";60.0391461;43.1215213;86584;2456
"Voronezh Oblast";"Russia";50.9800393;40.1506507;170518;5481
"Yamalo-Nenets Autonomous Okrug";"Russia";67.1471631;74.3415488;57230;828
"Yaroslavl Oblast";"Russia";57.7781976;39.0021095;74890;1508
"Zabaykalsky Krai";"Russia";52.248521;115.956325;84587;1550
"Rwanda";"Rwanda";-1.9403;29.8739;100217;1340
"Saint Kitts and Nevis";"Saint Kitts and Nevis";17.357822;-62.782998;2766;28
"Saint Lucia";"Saint Lucia";13.9094;-60.9789;12904;278
"Saint Vincent and the Grenadines";"Saint Vincent and the Grenadines";12.9843;-61.2872;5391;73
"Samoa";"Samoa";-13.759;-172.1046;3;0
"San Marino";"San Marino";43.9424;12.4578;5758;93
"Sao Tome and Principe";"Sao Tome and Principe";0.1864;6.6131;3731;56
"Saudi Arabia";"Saudi Arabia";23.885942;45.079162;549479;8824
"Senegal";"Senegal";14.4974;-14.4524;73968;1883
"Serbia";"Serbia";44.0165;21.0059;1233057;11225
"Seychelles";"Seychelles";-4.6796;55.492;22895;125
"Sierra Leone";"Sierra Leone";8.460555;-11.779889;6400;121
"Singapore";"Singapore";1.2833;103.8333;252188;662
"Slovakia";"Slovakia";48.669;19.699;1074264;13861
"Slovenia";"Slovenia";46.1512;14.9955;400685;5063
"Solomon Islands";"Solomon Islands";-9.6457;160.1562;20;0
"Somalia";"Somalia";5.152149;46.199616;22969;1324
"South Africa";"South Africa";-30.5595;22.9375;2929862;89574
"South Sudan";"South Sudan";6.877;31.307;12638;133
"Andalusia";"Spain";37.5443;-4.7278;815420;11317
"Aragon";"Spain";41.5976;-0.9057;165849;3926
"Asturias";"Spain";43.3614;-5.8593;72249;2086
"Baleares";"Spain";39.710358;2.995148;103301;1012
"C. Valenciana";"Spain";39.484;-0.7533;522979;7867
"Canarias";"Spain";28.2916;-16.6291;100370;1036
"Cantabria";"Spain";43.1828;-3.9878;47387;612
"Castilla - La Mancha";"Spain";39.2796;-3.0977;242689;6510
"Castilla y Leon";"Spain";41.8357;-4.3976;305039;7384
"Catalonia";"Spain";41.5912;1.5209;945522;16000
"Ceuta";"Spain";35.8894;-5.3213;7621;128
"Extremadura";"Spain";39.4937;-6.0679;104002;1992
"Galicia";"Spain";42.5751;-8.1339;189397;2659
"La Rioja";"Spain";42.2871;-2.5396;40214;827
"Madrid";"Spain";40.4168;-3.7038;907083;16281
"Melilla";"Spain";35.2923;-2.9381;11153;113
"Murcia";"Spain";37.9922;-1.1307;144500;1761
"Navarra";"Spain";42.6954;-1.6761;85762;1257
"Pais Vasco";"Spain";42.9896;-2.6189;270126;5042
"Sri Lanka";"Sri Lanka";7.873054;80.771797;556626;14127
"Sudan";"Sudan";12.8628;30.2176;41558;3099
"Summer Olympics 2020";"Summer Olympics 2020";35.6491;139.7737;865;0
"Suriname";"Suriname";3.9193;-56.0278;50438;1149
"Blekinge";"Sweden";56.2784;15.018;13749;131
"Dalarna";"Sweden";61.0917;14.6664;29097;359
"Gavleborg";"Sweden";61.3012;16.1534;38155;565
"Gotland";"Sweden";57.4684;18.4867;4629;54
"Halland";"Sweden";56.8967;12.8034;43839;328
"Jamtland Harjedalen";"Sweden";63.1712;14.9592;13329;128
"Jonkoping";"Sweden";57.3708;14.3439;46153;566
"Kalmar";"Sweden";57.235;16.1849;26324;252
"Kronoberg";"Sweden";56.7183;14.4115;23897;327
"Norrbotten";"Sweden";66.8309;20.3992;28604;295
"Orebro";"Sweden";59.535;15.0066;35275;354
"Ostergotland";"Sweden";58.3454;15.5198;45372;660
"Skane";"Sweden";55.9903;13.5958;168789;1806
"Sormland";"Sweden";59.0336;16.7519;28079;484
"Stockholm";"Sweden";59.6025;18.1384;284330;4515
"Uppsala";"Sweden";60.0092;17.2715;43650;549
"Varmland";"Sweden";59.7294;13.2354;22128;223
"Vasterbotten";"Sweden";65.3337;16.5162;26781;203
"Vasternorrland";"Sweden";63.4276;17.7292;28024;487
"Vastmanland";"Sweden";59.6714;16.2159;31987;372
"Vastra Gotaland";"Sweden";58.2528;13.0596;206544;2452
"Switzerland";"Switzerland";46.8182;8.2275;941218;11382
"Syria";"Syria";34.802075;38.996815;47212;2704
"Taiwan*";"Taiwan";23.7;121;16529;848
"Tajikistan";"Tajikistan";38.861;71.2761;17489;125
"Tanzania";"Tanzania";-6.369028;34.888822;26227;727
"Thailand";"Thailand";15.870032;100.992541;2064581;20387
"Timor-Leste";"Timor-Leste";-8.874217;125.727539;19819;122
"Togo";"Togo";8.6195;0.8248;26207;243
"Tonga";"Tonga";-21.179;-175.1982;1;0
"Trinidad and Tobago";"Trinidad and Tobago";10.6918;-61.2225;65889;1967
"Tunisia";"Tunisia";33.886917;9.537499;716262;25344
"Turkey";"Turkey";38.9637;35.2433;8573524;75042
"Alabama";"US";32.53952745;-86.64408227;10471;156
"Alabama";"US";30.72774991;-87.72207058;37986;588
"Alabama";"US";31.868263;-85.3871286;3687;80
"Alabama";"US";32.99642064;-87.1251146;4337;93
"Alabama";"US";33.98210918;-86.56790593;10636;190
"Alabama";"US";32.10030533;-85.71265535;1527;45
"Alabama";"US";31.75300095;-86.68057478;3422;100
"Alabama";"US";33.77483727;-85.82630386;22545;518
"Alabama";"US";32.91360079;-85.39072749;5774;142
"Alabama";"US";34.17805983;-85.60638968;3144;62
"Alabama";"US";32.85044126;-86.7173256;6976;170
"Alabama";"US";32.02227341;-88.2656443;929;28
"Alabama";"US";31.68099859;-87.83548597;4837;86
"Alabama";"US";33.26984193;-85.85836077;2508;69
"Alabama";"US";33.67679204;-85.52005899;2539;60
"Alabama";"US";31.39932826;-85.98901039;9401;192
"Alabama";"US";34.69847452;-87.80168544;9293;207
"Alabama";"US";31.43401703;-86.99320044;1923;62
"Alabama";"US";32.93690146;-86.24847739;1840;46
"Alabama";"US";31.2477854;-86.45050893;6892;194
"Alabama";"US";31.72941803;-86.31593104;2592;76
"Alabama";"US";34.13020303;-86.86888037;15985;302
"Alabama";"US";31.43037123;-85.61095742;9005;191
"Alabama";"US";32.32688101;-87.1086671;5279;208
"Alabama";"US";34.45946862;-85.80782906;12878;269
"Alabama";"US";32.59785413;-86.14415284;15892;294
"Alabama";"US";31.1256789;-87.15918694;6942;140
"Alabama";"US";34.04567266;-86.04051873;20002;517
"Alabama";"US";33.72076938;-87.73886638;3278;85
"Alabama";"US";34.44235334;-87.84289505;6268;108
"Alabama";"US";31.09389027;-85.83572839;4632;134
"Alabama";"US";32.85504247;-87.95684022;1300;45
"Alabama";"US";32.76039258;-87.63284988;3168;89
"Alabama";"US";31.51148016;-85.24267944;3202;66
"Alabama";"US";31.15197924;-85.29939599;17689;424
"Alabama";"US";34.78144169;-85.99750489;10148;195
"Alabama";"US";33.55554728;-86.895063;116056;2002
"Alabama";"US";33.77995024;-88.09668032;2494;53
"Alabama";"US";34.90171875;-87.65624729;14904;306
"Alabama";"US";34.52041498;-87.31069453;4785;127
"Alabama";"US";32.60154883;-85.35132246;25486;261
"Alabama";"US";34.81185586;-86.98310072;16090;218
"Alabama";"US";32.1597283;-86.65158371;1780;68
"Alabama";"US";32.38759944;-85.69267724;2439;64
"Alabama";"US";34.76327133;-86.55069633;53154;729
"Alabama";"US";32.24767634;-87.78796182;3425;93
"Alabama";"US";34.13697363;-87.88704173;5383;129
"Alabama";"US";34.36975964;-86.30486727;18745;318
"Alabama";"US";30.78472347;-88.20842409;74077;1377
"Alabama";"US";31.56729412;-87.36995001;3361;66
"Alabama";"US";32.2206831;-86.20969272;34457;780
"Alabama";"US";34.45500589;-86.85475946;22358;405
"Alabama";"US";NA;NA;0;0
"Alabama";"US";32.64048341;-87.29770589;1418;40
"Alabama";"US";33.28094866;-88.08818103;3321;88
"Alabama";"US";31.80396383;-85.9408295;5105;109
"Alabama";"US";33.29526734;-85.45708831;3340;67
"Alabama";"US";32.28725256;-85.18415324;7053;65
"Alabama";"US";33.26879845;-86.66232561;38255;368
"Alabama";"US";33.71902176;-86.31029372;16826;355
"Alabama";"US";32.59117397;-88.19916205;1375;41
"Alabama";"US";33.37823223;-86.16886178;14168;297
"Alabama";"US";32.86698258;-85.79833053;7201;201
"Alabama";"US";33.28726072;-87.52556818;35875;638
"Alabama";"US";NA;NA;0;0
"Alabama";"US";33.80270512;-87.30027177;11949;379
"Alabama";"US";31.4092794;-88.20689944;2562;52
"Alabama";"US";31.98773215;-87.30891118;1765;38
"Alabama";"US";34.15030532;-87.37325922;4774;108
"Alaska";"US";55.32222414;-161.9722021;448;3
"Alaska";"US";52.3233;-174.1596;942;2
"Alaska";"US";61.14998174;-149.1426986;60379;389
"Alaska";"US";60.90980451;-159.8561831;6600;27
"Alaska";"US";58.74513976;-156.701064;0;0
"Alaska";"US";58.62403337;-156.2140589;540;0
"Alaska";"US";61.16666;-149.9;1213;8
"Alaska";"US";60.3886;-162.8905196;647;2
"Alaska";"US";63.67264044;-150.0076108;292;1
"Alaska";"US";59.79603738;-158.2381942;935;8
"Alaska";"US";64.80726247;-146.5692662;16820;107
"Alaska";"US";59.09893571;-135.4679843;239;1
"Alaska";"US";58.45031811;-134.200436;4101;14
"Alaska";"US";60.24429722;-151.5388884;11745;65
"Alaska";"US";55.57445008;-130.975561;1948;13
"Alaska";"US";57.65529415;-153.7493579;2677;9
"Alaska";"US";62.1542916;-163.3967883;2188;9
"Alaska";"US";62.31305045;-149.5741743;23784;148
"Alaska";"US";64.90320724;-164.0353804;2094;2
"Alaska";"US";69.31479216;-153.4836093;2811;8
"Alaska";"US";67.04919196;-159.7503946;2152;10
"Alaska";"US";57.13978948;-132.9540995;462;3
"Alaska";"US";55.76261984;-133.0511621;580;6
"Alaska";"US";57.24124555;-135.3206587;1224;5
"Alaska";"US";59.56149996;-135.3337748;89;0
"Alaska";"US";63.87692095;-143.2127643;1360;11
"Alaska";"US";NA;NA;535;1
"Alaska";"US";61.47502768;-144.7126799;0;0
"Alaska";"US";56.3202004;-132.0583731;209;0
"Alaska";"US";59.8909808;-140.3601451;279;3
"Alaska";"US";65.50815459;-151.3907387;790;7
"American Samoa";"US";-14.271;-170.132;4;0
"Arizona";"US";35.39465006;-109.4892383;15035;502
"Arizona";"US";31.87934684;-109.7516088;17484;376
"Arizona";"US";35.83883429;-111.7707178;24901;379
"Arizona";"US";33.80190085;-110.8132779;10786;271
"Arizona";"US";32.93166885;-109.8882178;8305;124
"Arizona";"US";33.21498827;-109.2405279;1328;18
"Arizona";"US";33.72854224;-113.9810029;3346;102
"Arizona";"US";33.34835867;-112.4918154;783578;12603
"Arizona";"US";35.70471703;-113.7577902;35340;1026
"Arizona";"US";35.3997715;-110.3218983;23865;663
"Arizona";"US";NA;NA;0;0
"Arizona";"US";32.0971334;-111.7890033;155421;2844
"Arizona";"US";32.90525627;-111.3449483;78971;1146
"Arizona";"US";31.52508998;-110.8479088;9680;196
"Arizona";"US";NA;NA;0;0
"Arizona";"US";34.59933926;-112.5538588;31369;767
"Arizona";"US";32.76895712;-113.9066674;42469;923
"Arkansas";"US";34.29145151;-91.37277296;3524;59
"Arkansas";"US";33.19153461;-91.7698471;3215;50
"Arkansas";"US";36.28784385;-92.33782872;6075;186
"Arkansas";"US";36.33644656;-94.25680817;43464;624
"Arkansas";"US";36.3084504;-93.09374925;6375;130
"Arkansas";"US";33.46755808;-92.15980837;1998;41
"Arkansas";"US";33.55598792;-92.49974403;600;8
"Arkansas";"US";36.3403856;-93.54270261;4369;75
"Arkansas";"US";33.26458973;-91.29539209;2033;47
"Arkansas";"US";34.04613432;-93.17484713;3341;60
"Arkansas";"US";36.36826212;-90.4148172;2779;74
"Arkansas";"US";35.53864922;-92.02640019;3896;94
"Arkansas";"US";33.89723187;-92.18537045;1435;33
"Arkansas";"US";33.21230701;-93.22642793;3409;74
"Arkansas";"US";35.26205537;-92.70506566;3216;46
"Arkansas";"US";35.83018283;-90.63235729;21986;248
"Arkansas";"US";35.58928601;-94.2446814;10981;179
"Arkansas";"US";35.21247318;-90.30839406;8949;180
"Arkansas";"US";35.29631396;-90.77185818;3028;66
"Arkansas";"US";33.97042763;-92.65167437;1142;19
"Arkansas";"US";33.83011025;-91.25500948;1934;33
"Arkansas";"US";33.59035001;-91.71777921;2942;55
"Arkansas";"US";35.14719007;-92.33717519;20077;227
"Arkansas";"US";35.51202821;-93.89299569;2787;55
"Arkansas";"US";36.38177105;-91.81729127;1838;67
"Arkansas";"US";34.57692074;-93.14921604;16146;399
"Arkansas";"US";34.29017991;-92.42320562;2900;50
"Arkansas";"US";36.1173546;-90.55832668;10310;124
"Arkansas";"US";33.73325583;-93.66935133;2997;41
"Arkansas";"US";34.31709259;-92.95396325;7741;107
"Arkansas";"US";34.09007427;-93.9934871;2512;38
"Arkansas";"US";35.74242707;-91.57001641;6734;160
"Arkansas";"US";36.09604046;-91.90847954;2668;55
"Arkansas";"US";35.59802983;-91.21494602;4501;46
"Arkansas";"US";34.26767081;-91.92619839;12426;227
"Arkansas";"US";35.56759135;-93.46036368;4661;58
"Arkansas";"US";33.24116713;-93.60677071;861;28
"Arkansas";"US";36.04188196;-91.10867198;3456;60
"Arkansas";"US";34.78498904;-90.78383866;2159;52
"Arkansas";"US";33.95317155;-91.74002806;3667;57
"Arkansas";"US";33.70375665;-94.23468591;2117;80
"Arkansas";"US";35.21413234;-93.71951016;3715;50
"Arkansas";"US";34.75392199;-91.88742357;12259;176
"Arkansas";"US";36.01038185;-93.72524943;2571;40
"Arkansas";"US";36.26844485;-92.68451899;2253;62
"Arkansas";"US";33.31403423;-93.89285258;6612;141
"Arkansas";"US";35.76271485;-90.0519437;8576;147
"Arkansas";"US";34.6815935;-91.20540287;1204;25
"Arkansas";"US";34.53704874;-93.65824478;1156;46
"Arkansas";"US";33.66340119;-93.30632432;1403;40
"Arkansas";"US";35.91947491;-93.21612969;1204;39
"Arkansas";"US";33.58839816;-92.87795984;3446;85
"Arkansas";"US";34.9459153;-92.94372564;1572;22
"Arkansas";"US";34.43268455;-90.84800154;3230;77
"Arkansas";"US";34.16250414;-93.65789349;1747;37
"Arkansas";"US";35.57433534;-90.66268713;5042;102
"Arkansas";"US";34.48254879;-94.22728802;3001;112
"Arkansas";"US";35.44871474;-93.03212219;12183;159
"Arkansas";"US";34.83624419;-91.55162157;1287;29
"Arkansas";"US";34.77054088;-92.31355101;59775;932
"Arkansas";"US";36.3415714;-91.02455531;3416;63
"Arkansas";"US";34.64916145;-92.67583224;18825;246
"Arkansas";"US";34.85588887;-94.0632176;1749;30
"Arkansas";"US";35.9109364;-92.69936482;1299;24
"Arkansas";"US";35.19605503;-94.27162713;22993;391
"Arkansas";"US";33.99780401;-94.2424869;4048;60
"Arkansas";"US";36.16258158;-91.47819342;3061;70
"Arkansas";"US";35.02201976;-90.74828138;4873;69
"Arkansas";"US";35.86251946;-92.15684085;1875;44
"Arkansas";"US";NA;NA;5363;0
"Arkansas";"US";33.16887091;-92.59746952;5911;141
"Arkansas";"US";35.58095779;-92.51295036;2269;44
"Arkansas";"US";35.976844;-94.21800746;45409;491
"Arkansas";"US";35.25688493;-91.74908296;13717;204
"Arkansas";"US";35.18902527;-91.2439489;1132;24
"Arkansas";"US";35.00292371;-93.41171338;4745;81
"California";"US";37.64629437;-121.8929271;124099;1489
"California";"US";38.59678594;-119.8223594;105;0
"California";"US";38.44583082;-120.65696;5719;66
"California";"US";39.66727762;-121.6005252;25176;300
"California";"US";38.20537103;-120.552913;4330;84
"California";"US";39.17881957;-122.2331726;3216;19
"California";"US";37.91923498;-121.9289527;102822;1043
"California";"US";41.74228275;-123.8974063;3688;42
"California";"US";38.77965956;-120.5233166;18075;161
"California";"US";36.75733899;-119.6466953;155092;2233
"California";"US";39.59875897;-122.3938452;4545;35
"California";"US";40.69923009;-123.876044;9946;117
"California";"US";33.0393082;-115.3669042;37829;766
"California";"US";36.51112084;-117.4111978;2504;44
"California";"US";35.34329425;-118.7277796;155451;1763
"California";"US";36.07409056;-119.8159973;34867;354
"California";"US";39.10124298;-122.7536244;6962;110
"California";"US";40.67311306;-120.5935099;7894;52
"California";"US";34.30828379;-118.2282411;1519781;27010
"California";"US";37.21513971;-119.7665589;25845;300
"California";"US";38.07122463;-122.7210631;18259;248
"California";"US";37.57978556;-119.9073334;1551;17
"California";"US";39.4381191;-123.3911313;8390;94
"California";"US";37.18922369;-120.7209035;44578;656
"California";"US";41.58965602;-120.7244817;746;5
"California";"US";37.93899289;-118.8872409;1786;4
"California";"US";36.21862405;-121.2413397;52200;609
"California";"US";38.50735751;-122.332839;13300;103
"California";"US";39.30394768;-120.7627281;9810;92
"California";"US";33.70147516;-117.7645998;331850;5661
"California";"US";NA;NA;0;0
"California";"US";39.06167234;-120.7240569;41680;462
"California";"US";40.00355989;-120.8395236;1893;7
"California";"US";33.74314981;-115.9933578;383153;5265
"California";"US";38.45106826;-121.3425374;166605;2409
"California";"US";36.60308176;-121.069975;7717;77
